iter	Logloss
0	0.6728104373
1	0.6526509593
2	0.6311501028
3	0.6154797891
4	0.5998759542
5	0.5822310401
6	0.5636524669
7	0.5492649637
8	0.5368345062
9	0.5255003103
10	0.5159864016
11	0.5035876639
12	0.4934130802
13	0.4835342579
14	0.4766627164
15	0.4685712315
16	0.4579577797
17	0.4498065204
18	0.4444666913
19	0.4361567123
20	0.4296960435
21	0.4227485952
22	0.417708241
23	0.4142544881
24	0.4075467044
25	0.4052305686
26	0.3988658138
27	0.3945683099
28	0.3898125549
29	0.3881719542
30	0.3829173989
31	0.3784347343
32	0.3754692098
33	0.3736894724
34	0.3682859822
35	0.3651751256
36	0.3625650148
37	0.3578948872
38	0.354529999
39	0.3517429964
40	0.3491390145
41	0.3469498482
42	0.3441401327
43	0.3403751765
44	0.3379984779
45	0.3348408576
46	0.3324366791
47	0.3299915365
48	0.3266585109
49	0.323925603
50	0.321699554
51	0.3197210172
52	0.3178065851
53	0.3146077497
54	0.3131710618
55	0.3109586167
56	0.3090841748
57	0.3078947288
58	0.3054967771
59	0.3034073056
60	0.3016411741
61	0.2990412782
62	0.2982797976
63	0.2981944285
64	0.2966785398
65	0.2947988222
66	0.293426175
67	0.2933482241
68	0.292366547
69	0.2907502155
70	0.2891491257
71	0.2866323935
72	0.2852935968
73	0.2849004146
74	0.2833920657
75	0.2820460928
76	0.2811670389
77	0.2780692685
78	0.2773267253
79	0.2757176943
80	0.274665315
81	0.2733253984
82	0.2717758308
83	0.2709833613
84	0.2700588447
85	0.2688355127
86	0.2679302983
87	0.2679097298
88	0.2658176315
89	0.263721944
90	0.262900575
91	0.2618928104
92	0.2607909026
93	0.2590811083
94	0.2575577967
95	0.2565542489
96	0.2548145987
97	0.2541681884
98	0.2532758315
99	0.2531442337
100	0.2517737251
101	0.2510575068
102	0.2499593297
103	0.2488736997
104	0.247010814
105	0.2469481437
106	0.2454126957
107	0.244427064
108	0.2441232911
109	0.2428327548
110	0.2415098347
111	0.2407770357
112	0.2404046939
113	0.2397651585
114	0.2389771702
115	0.2380983313
116	0.2379073774
117	0.2368926178
118	0.2364862848
119	0.236244695
120	0.2354187057
121	0.2346047345
122	0.2335847243
123	0.2327002548
124	0.2322599453
125	0.2314175361
126	0.230571062
127	0.2299407518
128	0.2291926539
129	0.2287744807
130	0.2279997548
131	0.2278007205
132	0.2265586915
133	0.225809522
134	0.2246572135
135	0.2235345224
136	0.2223717557
137	0.221826749
138	0.2213249961
139	0.2213210641
140	0.2205209069
141	0.2205171146
142	0.2195272782
143	0.2192365426
144	0.2180818706
145	0.2172529443
146	0.2164122549
147	0.2163756387
148	0.2163717661
149	0.2152212056
150	0.2144147244
151	0.2130373089
152	0.2125907882
153	0.2121886366
154	0.2110484602
155	0.2099501415
156	0.2094941168
157	0.2086111116
158	0.2079630746
159	0.2068157499
160	0.2057828323
161	0.2054662509
162	0.2048626668
163	0.2036505438
164	0.2023351263
165	0.2015161035
166	0.2006289735
167	0.1995180181
168	0.1988325678
169	0.1977479326
170	0.1977064921
171	0.1971834439
172	0.1969243893
173	0.1967858682
174	0.1961133348
175	0.1956379627
176	0.1952416418
177	0.1942380629
178	0.1937086763
179	0.1934425394
180	0.1929637409
181	0.1929081869
182	0.1928832552
183	0.1922025246
184	0.1911564173
185	0.1903847329
186	0.1895633588
187	0.18929307
188	0.1886115063
189	0.1879995241
190	0.1877089047
191	0.1864689715
192	0.1860450685
193	0.1859253061
194	0.1853076175
195	0.1846230642
196	0.1835757468
197	0.1829199899
198	0.1820610374
199	0.1820555468
200	0.1816043346
201	0.1813192651
